courses_title,degree_field,url,skills,skill_1,skill_2,skill_3,cert_titles
[''],"['Languages and Literature', 'Information Systems Management and Technology', 'Software Engineering and Computing Technologies', 'Software Engineering and Computing Technologies']",https://www.linkedin.com/in/tylerlavay90,"['Kotlin Development', 'ASP.NET and Angular Development', '.NET Development Fundamentals']",kotlin fundamentals,asp.net deployment,advanced .net programming,[]
[''],['Computer Systems and Systems Engineering'],https://www.linkedin.com/in/alextrosset,"['Java EE Development', 'Software Engineering', 'network layer  technologies']",java ee development,software design,network layer 3 technologies,['Zuora Solution Architect Certification']
[''],['Electrical Engineering and Electronics'],https://www.linkedin.com/in/thewitness,"['Server Management and Development', 'Test Engineering', 'Cloud and Enterprise Architecture']",server management,test automation,cloud architecture design,[]
[''],"['Electrical and Computer Engineering', 'Electrical and Computer Engineering', 'Electrical and Computer Engineering']",https://www.linkedin.com/in/alem-fitwi-53ba1a32,"['Cybersecurity', 'Cybersecurity Career Advancement', 'Cybersecurity']",security planning,compliance planning,data security,['Google Data Analytics Certificate']
[''],"['Information Systems Management and Technology', 'Management and Business']",https://www.linkedin.com/in/sudweeks,"['Cybersecurity', 'Risk and Vulnerability Management', 'Risk and Vulnerability Management']",incident response,vulnerability assessment,risk management,"['Certified Information Systems Security Professional (CISSP)', 'Certified Information Systems Auditor (CISA)', 'security+']"
[''],['Mathematical Sciences'],https://www.linkedin.com/in/marion-palaming-095568105,"['IT Management', 'Sales Management and Optimization', 'Data Analytics Suite']",crm management,sales process automation,data analysis,['Biz Apps IcM Handling Guidance']
[''],['Electrical Engineering and Electronics'],https://www.linkedin.com/in/theohylim,"['Troubleshooting Proficiency', 'IoT Mastery', 'g network planning']",pc troubleshooting,iot device management,5g network planning,['ISTQB']
[''],"['Electrical Engineering and Related Disciplines', 'Engineering and Applied Sciences', 'Electrical Engineering and Related Disciplines']",https://www.linkedin.com/in/rogerio-alves-a8ba6bb,"['Programming Paradigms', 'Embedded Systems', 'IT Fundamentals']",c programming,embedded systems,cybersecurity fundamentals,[]
[''],"['Electrical Engineering and Related Disciplines', 'Electrical and Computer Engineering']",https://www.linkedin.com/in/john-isakson-34214112,"['Java Mastery', 'Audio Synthesis and Modular Techniques', 'Communication and Interpersonal Skills']",java programming,audio synthesis,interpersonal communication,[]
[''],"['Physical Sciences and Engineering', 'Physical Sciences and Engineering', 'Physical Sciences and Engineering']",https://www.linkedin.com/in/chaoyang-fan-46346a52,"['Data Foundations and Algorithmics', 'Technical Proficiency', 'Ideation and Prototyping']",data structures,vba,visual basic,[]
[''],['Computer Science and Engineering'],https://www.linkedin.com/in/shen-dan-3ba48b9,"['Operating Systems Expertise', 'Network Expertise', 'Software Engineering']",operating system management,network analysis,software development,[]
[''],['Computer Science and Engineering'],https://www.linkedin.com/in/phillip-dressen-39192714,"['Code Engineering', 'Test Engineering', 'Design Engineering']",code refactoring,test automation,object-oriented design,[]
[''],[],https://www.linkedin.com/in/ralphdire,"['Troubleshooting Proficiency', 'Big Data and Data Engineering', 'Data Analytics Suite']",network troubleshooting,big data architecture,data analysis,[]
[''],[],https://www.linkedin.com/in/eric-doiron-baa4b185,"['Technical Proficiency', 'Virtualization Expertise', 'Network Expertise']",voice over ip,virtual machine management,network management,[]
[''],"['Computer Science Applications', 'Computer Science Applications']",https://www.linkedin.com/in/virenrpatel,"['Serverless Architecting and Development', 'Data Engineering and Management', 'Integration Expertise']",serverless architecture,data streaming,kinesis integration,[]
[''],['Computer Science and Information Systems'],https://www.linkedin.com/in/davidmccarterjr,"['Cloud Engineering and Management', 'IT Fundamentals', 'IT Administration']",cloud deployment,azure fundamentals,windows administration,"['Server+', 'Network+', 'Certified Professional', 'A+']"
[''],"['Electrical and Computer Engineering', 'Languages and Literature', 'Electronics and Computer Systems', 'Control Engineering']",https://www.linkedin.com/in/shangpin-chang,"['Programming Paradigms', 'Debugging and Troubleshooting', 'Technical Proficiency']",circuitpython programming,javascript debugging,pulse width modulation,[]
[''],['Information Technology'],https://www.linkedin.com/in/terence-holmes,"['JavaScript Proficiency', 'Concurrency Management', 'Technical Software Proficiency']",debug javascript,concurrency in go,php proficiency,[]
[''],['Physical and Mathematical Sciences'],https://www.linkedin.com/in/rodrigo-martins-55945516,"['Data Engineering and Management', 'Integration Expertise', 'Data Manipulation and Querying']",data migration,cloud integration,sql optimization,[]
[''],[],https://www.linkedin.com/in/sai-somsetty-5a523110,"['Web Development Expertise', 'Database Administration', 'Programming Paradigms']",web development,database management,programming,"['Oracle SOA Suite 12c Certified Implementation Specialist', 'Oracle Unified Business Process Management Suite 11g Certified Implementation Specialist', 'Oracle SOA Suite 11g Certified Implementation Specialist', 'Oracle Cloud Platform Application Integration 2020 Certified Specialist']"
[''],['Information Technology'],https://www.linkedin.com/in/ryan-heinen-a498853,"['Server Management and Development', 'Test Engineering', 'Spring Boot Expertise']",java server faces,test-driven development,spring boot,[]
[''],"['Computer Science and Related', 'Computer Science and Information Systems', 'Music Performance', 'Languages and Literature']",https://www.linkedin.com/in/joshuatvernon,"['Technical Techniques', 'Functional Programming and Programming Concepts', 'Audio Engineering and Production']",sampling techniques,evolutionary concepts,audio troubleshooting,[]
"['c programming', 'engineering economics', 'systems engineering certification']","['Mechanical Engineering and Related Fields', 'Mechanical Engineering and Related Fields']",https://www.linkedin.com/in/mark-fung-265a1414,"['Design Engineering', 'Cybersecurity Career Advancement', 'Audio Engineering and Production']",sound design,career planning,audio engineering,[]
[''],['Computer Science and Engineering'],https://www.linkedin.com/in/joshua-l-mayfield,"['Linux Device Driver Development', 'Linux Kernel Mastery', 'Programming Paradigms']",device driver development,kernel logging,c programming,[]
[''],['Computer Science and Engineering'],https://www.linkedin.com/in/duen-wen-hsiao-76423432,"['Operating Systems Expertise', 'IT Management', 'Linux Kernel Mastery']",troubleshooting operating systems,package management,linux kernel configuration,['Microsoft Global Hackathon 2021']
[''],['Electrical Engineering and Related Disciplines'],https://www.linkedin.com/in/alexey-nazarov-it,"['Cloud and Linux Storage Management', 'Cloud and Linux Storage Management', 'Kubernetes Cluster Management and Orchestration']",storage management,linux storage administration,kubernetes administration,"['Architecting Microsoft Azure Solutions', 'OpenHack: Security, Compliance, and Identity', 'Amazon Web Services Solutions Architect - Professional', 'VMware Certified Advanced Professional 6.5 - Data Center Virtualization Design', 'VMware Advanced Professional Network Virtualization 6', 'VMware Advanced Professional Network Virtualization 6', 'AWS Certified Solutions Architect - Associate', 'AWS Certified Solutions Architect - Associate', 'Nutanix Platform Professional 5 (NPP5)', 'VCP6-DV', 'DCUFI', 'DCUFD', 'VCP6-NV', 'VTSP 6', 'Nutanix Platform Professional on NOS 4 (NPP4)', 'SimpliVity Implementation', 'SimpliVity Pre-Sales', 'EMCSA', 'ITIL v3', 'DCUCT', 'VSP', 'VCAP5-DCD', 'DCUCD', 'Cisco Data Center Support for UC Specialist', 'Cisco Unified Computing Technology Support Specialist', 'DCUCI v5', 'VCP5-Cloud', 'VTSP 5', 'MCSE', 'Microsoft Certified: Azure Solutions Architect Expert', 'VCP 4', 'VCP 5', 'VCP7-CMA']"
[''],['Electrical Engineering and Related Disciplines'],https://www.linkedin.com/in/mahdi-zaidan,"['windows  configuration', 'Cloud and Linux Storage Management', 'Linux Device Driver Development']",windows 10 configuration,linux storage device management,linux device driver development,"['• Exceptional Leadership of People, UCLA Extension, University of California, October 2004.']"
[''],[],https://www.linkedin.com/in/daviddaverso,"['Cybersecurity', 'Configuration Management', 'Implementation Skills']",network security,firewall configuration,vpn implementation,"['Certified Meraki Network Associate', 'AirMagnet Survey Pro Certified Professional', 'CCNP-Security', 'Cisco Certifed Systems Instructor (CCSI)', 'Community Emergency Response Team (CERT)']"
[''],"['Materials Science and Engineering Cluster', 'Engineering and Applied Sciences']",https://www.linkedin.com/in/mark-brady-2040417,"['Content Creation and Production', 'Marketing Tech and Strategy', 'Cloud Engineering and Management']",video production,video marketing,cloud system design,[]
[''],[],https://www.linkedin.com/in/matt-hunt-47240aa,"['Cloud and Enterprise Architecture', 'Database Expertise', 'Database Administration']",cloud architecture design,database administration,database management,[]
[''],['Electrical Engineering and Related Disciplines'],https://www.linkedin.com/in/matt-mccarthy-7813218,"['Visual Media Management', 'Cloud Engineering and Management', 'Content Creation and Production']",video editing,cloud computing,360 video production,[]
"['computability', 'complexity algorithms', 'computer vision', 'data visual analytics', 'machine learning', 'machine learning trading', 'pattern recognition', 'web search text mining']","['Machine Learning and Computer Vision', 'Computer Science and Engineering']",https://www.linkedin.com/in/ankita-jain-a8330b53,"['Data Foundations and Algorithmics', 'Data Foundations and Algorithmics', 'Code Engineering']",data structures,algorithms,code architecture,[]
[''],"['Automation and Control Engineering', 'Automation and Control Engineering']",https://www.linkedin.com/in/onekaichen,"['Technical Software Proficiency', 'Linux Kernel Mastery', 'Code Engineering']",cad software proficiency,linux kernel optimization,c code debugging,"['Machine Learning', '6.00.1x: Introduction to Computer Science and Programming Using Python', 'C/C++ Programming Certificate', 'Machine Learning', 'Software Architecture: Principle and Practice']"
[''],"['Computer Science and Information Systems', 'Electronics and Computer Systems']",https://www.linkedin.com/in/rick-kaminski-05aa3b98,"['Ruby on Rails Development', 'Ruby on Rails Development', 'Ruby on Rails Development']",ospf routing,rip routing,eigrp routing,"['A+', 'Network+']"
[''],[],https://www.linkedin.com/in/parekhprateek,"['Big Data and Data Engineering', 'Database Expertise', 'Big Data and Data Engineering']",hadoop  spark  analytics,mlops  mlflow  azure,big data  architecting  engineering,"['Software Architecture Foundations', 'Programming Foundations: Design Patterns', 'Node.js Essential Training', 'Cloud Architecture: Advanced Concepts', 'Cloud Native Twelve-Factor Applications', 'Designing RESTful APIs', 'Learning Java Lambda Expressions', 'Mastering Microservices with Java', 'Microservices Foundations', 'Programming Foundations: Design Patterns', 'Programming Foundations: Real-World Examples']"
[''],"['Electrical and Computer Engineering', 'Communication and Information Technology']",https://www.linkedin.com/in/sean-hicks-7636697a,"['Linux Kernel Mastery', 'Optimization', 'Embedded Systems']",linux kernel management,performance optimization,embedded c programming,[]
[''],['Electrical Engineering and Electronics'],https://www.linkedin.com/in/tracy-feist-7595b9a3,"['Data Analytics Suite', 'Programming Paradigms', 'Software Development Best Practices']",data analysis,verilog programming,cybersecurity best practices,[]
[''],"['Electrical and Computer Engineering', 'Electrical and Computer Engineering']",https://www.linkedin.com/in/youngkyu-lee-735a152b,"['ML Model Development', 'Big Data and Data Engineering', 'Data Analytics Suite']",model training,feature engineering,data analysis,[]
[''],[],https://www.linkedin.com/in/solomon-wu-2389a27,"['Process Improvement and Management', 'Data Analytics Suite', 'Product Management Suite']",agile methodologies,data analysis,product management,[]
[''],"['Financial Management and Analysis', 'Communications and Electronics Engineering']",https://www.linkedin.com/in/nikkinewmanoracle,"['Cloud and Enterprise Architecture', 'Sales Management and Optimization', 'Cloud Engineering and Management']",cloud architecture design,sales process optimization,aws cloud development,[]
[''],['Computer Science and Engineering'],https://www.linkedin.com/in/shaffer-kevin,"['Configuration Management', 'Dynamic Content Management', 'Technical Proficiency']",network configuration,content creation,conflict resolution,"['Microsoft Certified Solutions Associate: Office 365', 'UAS Remote Pilot', 'CCNA', 'CompTIA A+ ce Certification']"
[''],['Communication and Information Technology'],https://www.linkedin.com/in/robert-smith-65b6025b,"['Audio Synthesis and Modular Techniques', 'Software Engineering Cluster', 'Cybersecurity Career Advancement']",modular synthesis,tkinter development,career planning,[]
[''],"['Computer Science and Engineering', 'Computer Science and Engineering']",https://www.linkedin.com/in/thomas-deweese-5b366613,"['Embedded Systems', 'Concurrency and Multithreading', 'Concurrency Management']",embedded systems programming,multithreading,concurrency,[]
[''],['Electronic and Electrical Engineering'],https://www.linkedin.com/in/chris-mccain-61b51b1a,"['Design Engineering', 'Audio Synthesis and Modular Techniques', 'Audio Synthesis and Modular Techniques']",fpga design,envelope synthesis,modular synthesis,[]
[''],[],https://www.linkedin.com/in/chip-jenkins-2691747,"['Cybersecurity', 'Cloud Engineering and Management', 'Configuration Management']",network security,cloud security,firewall configuration,[]
[''],[],https://www.linkedin.com/in/oleg-rodionov-ab94a64,"['Debugging and Troubleshooting', 'GUI Development and Automation', 'Leadership Excellence']",debugging javascript,gui development with tkinter,ceo leadership,[]
[''],[],https://www.linkedin.com/in/jim-judy-97425b18,"['Debugging and Troubleshooting', 'Audio Synthesis and Modular Techniques', 'Software Engineering Cluster']",debugging javascript,synthesizing asdr envelopes,fpga development,[]
[''],['Computer Science and Engineering'],https://www.linkedin.com/in/russmcfatter,"['Test Engineering', 'Python Development', 'Design Engineering']",test automation,python security,object-oriented design,[]
[''],[],https://www.linkedin.com/in/christopher-gardner-pmp-42790351,"['Configuration Management', 'Advanced Scripting and Routing', 'IT Management']",network configuration,automation scripting,ansible system management,"['Security Clearance', 'Project Management Professional (PMP)']"
[''],"['Control Engineering', 'Electronic and Electrical Engineering']",https://www.linkedin.com/in/zhen-chen-2225384,"['Software Engineering Cluster', 'Design Engineering', 'Digital Literacy and Technology']",verilog development,fpga design,digital logic design,[]
[''],[],https://www.linkedin.com/in/kevin-clearwater-bb9b165,"['Data Validation and Manufacturing', 'JSON Expertise', 'java ee  development']",bean validation,exception handling,java ee 8 development,[]
[''],['Computer Science and Engineering'],https://www.linkedin.com/in/bisgaardpeter,"['Debugging and Troubleshooting', 'Operating Systems Expertise', 'Networking Expertise']",javascript debugging,operating systems fundamentals,low-power wireless networking,[]
"['probability stochastic process 1', 'probability stochastic process 2', 'introduction operations research: probabilistic models', 'introductory stochastic differential equations with applications', 'modeling', 'simulation', 'monte carlo', 'statistical methods data analysis', 'stochastic optimization control', 'stochastic processes', 'agent-based modeling simulation complex systems', 'dynamic programming control', 'limit theorems stochastic processes', 'mathematical physics: measures on infinite dimensional spaces', 'mathematical programming', 'measure theoretic probability', 'microeconomic theory 1', 'microeconomic theory 2', 'time-series analysis', 'topics combinatorial optimization']","['Systems Engineering', 'Mathematical Sciences', 'Mathematical Sciences']",https://www.linkedin.com/in/j-tipan-verella-02b8b515,"['Data Analytics Suite', 'Machine Learning and Data Science', 'Data and Modeling']",data analysis,machine learning,statistical modeling,"['Learning GitLab', 'Continuous Integration: Tools']"
[''],"['Information and Telecommunication Technologies', 'Computer Science and Engineering', 'Bio-STEM Sciences']",https://www.linkedin.com/in/hanjoonseung,"['Linux Kernel Mastery', 'Code Engineering', 'Operating Systems Expertise']",linux kernel management,c code debugging,iot operating systems,[]
[''],"['Engineering and Sciences', 'Financial Management and Analysis', 'Technology and Applied Sciences']",https://www.linkedin.com/in/jigar-shah-2114974,"['Concurrency and Synchronization', 'IT Management', 'Debugging and Troubleshooting']",thread synchronization,memory management,debugging,[]
[''],[],https://www.linkedin.com/in/tom-newell-659a871,"['JavaScript Proficiency', 'Code Engineering', 'Linux Device Driver Development']",debug javascript,debug c code,tune linux performance,[]
[''],[],https://www.linkedin.com/in/guptavj,"['Design Engineering', 'IDE Proficiency and Navigation', 'Cloud and Enterprise Architecture']",fpga design,github navigation,it architecture fundamentals,[]
[''],['Computer and Data Sciences'],https://www.linkedin.com/in/alanna-gippin-83b8204b,"['Cross-Platform and Cloud Platform Management', 'Mobile Development and Testing', 'Ideation and Prototyping']",cross-platform app development,mobile app development,visual studio basics,[]
[''],"['Education and Teaching', 'Natural and Applied Sciences']",https://www.linkedin.com/in/aaronhmilburn,"['Configuration Management', 'layer  routing', 'Cybersecurity']",vpn configuration,layer 3 routing,network security,"['Cisco Certified DevNet Associate', 'CCNP Security', 'CCNA Security', 'CCNP Route and Switch', 'CCNA Wireless', 'CCNA - Routing and Switching', 'Certified Information Systems Security Professional (CISSP)', 'Amazon Web Services Solutions Architect Associate']"
[''],[],https://www.linkedin.com/in/ronaldo-carangalan-17189625,"['Network Expertise', 'Automation Engineering', 'IT Management']",network design,network automation,technical debt management,[]
[''],[],https://www.linkedin.com/in/john-sakata-b898b1167,"['IT Administration', 'Troubleshooting Proficiency', 'microsoft  deployment']",network administration,cloud troubleshooting,microsoft 365 deployment,[]
[''],"['Information Systems Management and Technology', 'Software Engineering and Computing Technologies']",https://www.linkedin.com/in/briandorsey,"['Python Development', 'Machine Learning and Data Science', 'Project Management and Resource Allocation']",talent acquisition,machine learning,project management,[]
[''],"['Cloud and Infrastructure Engineering', 'Electrical Engineering and Related Disciplines']",https://www.linkedin.com/in/khalil-sabra-5548614,"['Sales Management and Optimization', 'Implementation Skills', 'Integration Expertise']",process improvement,kanban implementation,continuous improvement,[]
[''],['Information Systems Management and Technology'],https://www.linkedin.com/in/terrywilson,"['Technical Proficiency', 'Spring Boot Expertise', 'Software Engineering Cluster']",messaging with jms,spring boot microservices,agile development,[]
[''],[],https://www.linkedin.com/in/frederickkurz,"['Technical Proficiency', 'Data Analytics Suite', 'Design Engineering']",schematic capture,circuit analysis,pcb layout,[]
[''],"['Education and Teaching', 'Bio-STEM Sciences']",https://www.linkedin.com/in/hidetsugu-asada-8a4a206a,"['Cloud Engineering and Management', 'IT Administration', 'Hardware and Software Engineering']",cloud security management,azure administration,azure architecture understanding,"['Azure Developer - Storage - (L100) Foundational', 'Microsoft Certified: Azure Fundamentals', 'Azure Administration: Implement and Manage Storage', 'Securing the IoT: Introduction', 'Azure Administration Essential Training', 'Linux Foundation Cert Prep: Essential Commands (Ubuntu)', 'Deploying Azure File Sync', 'Learning VMware vSphere']"
"['agile data creation maintenance', 'embedded core memory testing: algorithms', 'dft', 'bist', 'bisr industrial results', 'introduction jmp classes', 'six sigma foundations', 'teradyne tiger digital programming', 'teradyne ultraflex product engineering class', 'semiconductor processing overview', 'service teambuilding workshop', 'teradyne a580 mixed signal programming']","['Information Sciences and Engineering', 'Electrical Engineering and Related Disciplines']",https://www.linkedin.com/in/taomingyeung,"['Audio Synthesis and Modular Techniques', 'GUI Development and Automation', 'Audio Synthesis and Modular Techniques']",modular synthesis,tkinter gui development,asdr envelope synthesis,[]
[''],"['Data Science and Management', 'Electrical Engineering and Related Disciplines', 'Electrical Engineering and Related Disciplines', 'Electrical Engineering and Related Disciplines']",https://www.linkedin.com/in/mustafa-badaroglu-7620382,"['Design Engineering', 'Digital Literacy and Technology', 'Programming Paradigms']",oscillator design,digital signal processing,fpga programming,[]
"['topics object oriented programming (nodejs)', 'calculus', 'calculus', 'database theory', 'developing mobile apps (nodejs)', 'fundamentals cs (java)', 'fundamentals cs (java)', 'general chemistry', 'general engr physics i: newtonian mechanics', 'general engr physics ii: electromagnetics circuits', 'implementing mobile solutions (nodejs)', 'intro astronomy', 'macroeconomics', 'sql fundamentals', 'seminar game design unity', 'technical writing', 'using supporting linux', 'calculus', 'engineering: statics', 'entrepreneurship', 'intro azure automl', 'intro exploits on graphql', 'earthship biotecture academy', 'financial peace university - dave ramsey', 'general chemistry', 'general engr physics iii: waves optics']","['Web Development and Design', 'Computer Science and Engineering', 'Network Engineering and Administration']",https://www.linkedin.com/in/jefferson-eagley,"['Software Testing and Quality Assurance', 'Test Engineering', 'Debugging and Troubleshooting']",unit testing,test-driven development,debugging,"['MTA: Database Fundamentals - Certified 2018', 'MTA: Introduction to Programming Using Java - Certified 2018', 'MTA: Introduction to Programming Using JavaScript - Certified 2018', 'MTA: Introduction to Programming using HTML and CSS', 'MTA: Software Development Fundamentals - Certified 2018', 'MCDST', 'Network+']"
[''],['Physical Sciences and Engineering'],https://www.linkedin.com/in/dmitry-polenur,"['Programming Paradigms', 'Programming Paradigms', 'Programming Paradigms']",template programming,attribute programming,thread programming,[]
[''],"['Electrical Engineering and Related Disciplines', 'Electrical Engineering and Related Disciplines']",https://www.linkedin.com/in/jeff-marker,"['Data Analytics Suite', 'Design Engineering', 'Audio Synthesis and Modular Techniques']",data analysis,pcb design,modular synthesis,[]
[''],['Computer Science and Engineering'],https://www.linkedin.com/in/franksarubbi,"['Java Mastery', 'Web Development Expertise', 'Mobile Development and Testing']",java development,web development,mobile development,[]
[''],[],https://www.linkedin.com/in/ankekanalakis,"['Cisco Device Management and Maintenance', 'Visual Media Management', 'IT Management']",device compatibility,photo editing,file management,[]
[''],['Information Technology and Management'],https://www.linkedin.com/in/prabhudev-pattanshetti-4812a48,"['Forecasting and Financial Management', 'Cross-Platform and Cloud Platform Management', 'Sales Management and Optimization']",financial accounting,sap fiori navigation,sales order processing,"['SAP Certified Application Associate - SAP S/4HANA Cloud - essentials edition implementation with SAP Activate', 'Certified Scrum Product Owner (CSPO)']"
[''],"['STEM', 'Computer Science and Engineering']",https://www.linkedin.com/in/dangillott,"['Server Management and Development', 'Cloud and Linux Storage Management', 'IT Administration']",server management,storage configuration,system administration,[]
[''],['Communication and Information Technology'],https://www.linkedin.com/in/leslie-kissel-4195b12a,"['Engineering and Design Best Practices', 'Data Analytics Suite', 'Dynamic Content Management']",design principles,accounting analysis,content management,[]
[''],"['Electrical and Computer Engineering', 'Computer Science and Engineering']",https://www.linkedin.com/in/brandon-edens-1b80675,"['IT Management', 'autocad civil d management', 'IT Management', 'Programming Paradigms', 'embedded applications development', 'windows  implementation']",autocad mep management,autocad civil 3d management,bim management,[]
[''],"['Computational Economics', 'Artificial Intelligence and Related Fields']",https://in.linkedin.com/in/kneha,"['Social Media Mastery', 'Database Administration', 'Marketing Tech and Strategy']",social media marketing,database management,marketing planning,[]
[''],['Electrical Engineering and Electronics'],https://www.linkedin.com/in/alexandre-nguyen-16847025,"['Web Development', 'API Development and Integration', 'Code Engineering']",debugging applications,api testing,code quality assurance,[]
[''],[],https://www.linkedin.com/in/amit-bhardwaj-670a6942,"['Data Manipulation and Querying', 'Cloud Engineering and Management', 'Database Expertise']",pl/sql development,cloud data management,database administration,"['Oracle 10g OCP', 'Oracle Exadata 11g Certified Implementation Specialist']"
[''],['Natural and Applied Sciences'],https://www.linkedin.com/in/kwhittle,"['Software Development Best Practices', 'Cloud and Enterprise Architecture', 'Process Improvement and Management']",tech recruiting,cloud architecture,collaboration tools,"['Senior Technical Leadership Program - Alumni', 'Agile Foundations', 'Microsoft Certified: DevOps Engineer Expert', 'OpenHack: DevOps', 'Azure Admistrator Associate', 'Microsoft Certified: Azure Administrator Associate', 'Microsoft Certified: Azure Administrator Associate', 'MS: Architecting Microsoft Azure Solutions', 'Microsoft Specialist: Architecting Microsoft Azure Solutions', 'Certified Information Systems Security Professional (CISSP)', 'Certified Information Systems Security Professional (CISSP)', 'MCPS: Microsoft Certified Professional', 'MCP - Sharepoint 2010', 'MCTS SharePoint 2007']"
[''],"['Electronic and Electrical Engineering', 'Business and Administration']",https://www.linkedin.com/in/ellerena,"['IoT Mastery', 'Programming Paradigms', 'Technical Proficiency']",iot device management,circuitpython programming,pulse width modulation,[]
[''],"['Electrical and Computer Engineering', 'Electrical and Computer Engineering', 'Electrical and Computer Engineering']",https://www.linkedin.com/in/hyun-woo-choi-212b2114,"['Code Engineering', 'Implementation Skills', 'Linux Kernel Mastery']",debugging code,windows implementation,kernel tuning,[]
[''],"['Electrical Engineering and Related Disciplines', 'Electrical Engineering and Related Disciplines']",https://www.linkedin.com/in/akeakemai,"['Optimization', 'Programming Paradigms', 'Design Engineering']",performance optimization,verilog programming,hardware design,[]
[''],['Engineering and Applied Sciences'],https://www.linkedin.com/in/maria-gilbreth-a700408,"['Design Engineering', 'IT Fundamentals', 'Design Engineering']",fpga design,electronics fundamentals,pcb design,[]
[''],['Physical and Mathematical Sciences'],https://www.linkedin.com/in/julianna-hinckley-2372ab7,"['Software Testing and Quality Assurance', 'IT Management', 'Data Manipulation and Querying']",unit testing,azure resource management,sql querying,[]
[''],[],https://www.linkedin.com/in/ryan-lane-1b5113,"['Design Engineering', 'Coding Expertise', 'Assembly Language Programming']",fpga design,verilog coding,hardware description language,[]
[''],['Communications and Electronics Engineering'],https://www.linkedin.com/in/manjunath-rudranna-13a6a83b,"['Web Development Expertise', 'Concurrency Management', 'Java EE Development']",web development,concurrency programming,java ee development,['Sun Certified Java Developer']
[''],[],https://www.linkedin.com/in/michael-isbell-708a084a,"['Computer Technology', 'Operating Systems Expertise', 'Technical Proficiency']",computer hardware installation,operating system troubleshooting,pulse width modulation,[]
[''],['Computational Mathematics and Engineering'],https://www.linkedin.com/in/scottbrown4li,"['Data Engineering and Management', 'Data Manipulation and Querying', 'Big Data and Data Engineering']",data warehousing,sql,data engineering,"['IBM Certified Advanced Solution Expert - Cognos TM1', 'IBM Certified Specialist Cognos TM1 Data Analysis', 'IBM Certified Developer Cognos TM1']"
[''],[],https://www.linkedin.com/in/vasuki-gubbi-29b2a44,"['Foundation Skills', 'Serverless Architecting and Development', 'Networking Expertise']",cloud computing basics,serverless architecture,networking fundamentals,[]
[''],['Electrical and Computer Engineering'],https://www.linkedin.com/in/eric-dewall-59a37916b,"['Linux Device Driver Development', 'Debugging and Troubleshooting', 'Software Design Patterns']",device driver development,javascript debugging,c++ design patterns,[]
[''],['Telecommunications and Electronics'],https://www.linkedin.com/in/sharmila-vijayan-34067b5,"['.NET Development Fundamentals', 'Programming Paradigms', 'Software Testing and Quality Assurance']",.net framework,c# programming,software testing,[]
[''],"['Electrical and Computer Engineering', 'Electrical Engineering and Power Systems']",https://www.linkedin.com/in/fredki,"['Communication and Interpersonal Skills', 'Problem-Solving and Computation', 'Interpersonal and Communication Skills']",communication skills,problem-solving skills,troubleshooting skills,[]
[''],"['Information Technology (IT) and Management', 'Information Technology and Applied Science']",https://www.linkedin.com/in/matt-bednar-58103810,"['Troubleshooting Proficiency', 'Configuration Management', 'Configuration Management']",network troubleshooting,firewall configuration,routing protocol configuration,[]
"['crossfit level 1 trainer', 'google data analytics', 'writing web']","['Cognitive and Computational Psychology', 'Cognitive and Computational Psychology', 'Communication and Information Technology']",https://www.linkedin.com/in/anna-lynette-reyes,"['Data Engineering and Management', 'Data Analytics Suite', 'Data Visualization and Analysis']",data warehousing,data analysis,data visualization,['Google Data Analytics Certificate']
[''],['Electrical Engineering and Related Disciplines'],https://www.linkedin.com/in/ehssantorabi,"['Product Management Suite', 'Data Analytics Suite', 'Software Engineering Cluster']",product planning,market analysis,business case development,[]
[''],['Computer Science and Engineering'],https://www.linkedin.com/in/tomajayebi,"['Data Engineering and Management', 'Cloud and Enterprise Architecture', 'Software Engineering Cluster']",data streaming,cloud architecture,android app development,[]
"['m102: mongodb dbas', 'oracle autonomous database', 'oracle database 11g: administration workshop release 2']",['Systems Engineering'],https://www.linkedin.com/in/jesusbotello,"['Data and Object Manipulation', 'Database Expertise', 'Data Manipulation and Querying']",data manipulation,database administration,sql querying,"['Oracle Autonomous Database Cloud Certified Professional', 'Become a Data Scientist', 'Oracle Cloud Infrastructure 2020 Certified Architect Associate', 'Oracle Cloud Infrastructure Foundations 2020 Certified Associate', 'Raspberry Pi Essential Training', 'Raspberry Pi: GPIO', 'Oracle Certified Professional, MySQL 5.6 Database Administrator', 'Oracle Real Application Clusters 12c Certified Implementation Specialist', 'Oracle Database 12c Administrator Certified Professional', 'Oracle Database 12c Certified Implementation Specialist', 'Oracle Database 11g Administrator - Certified Professional', 'Oracle Database 11g Administrator Certified Professional', 'Oracle Database 11g Administrator - Certified Associate', 'Oracle Database 11g Administrator Certified Associate', 'Oracle Cloud Infrastructure 2020 Certified Architect Associate']"
[''],"['Electrical and Computer Engineering', 'Electrical and Computer Engineering']",https://www.linkedin.com/in/bing-zou-b24b0a21,"['Software Design Patterns', 'ASP.NET and Angular Development', 'Network Expertise']",design patterns,mvc frameworks,network design,[]
[''],['Financial Management and Analysis'],https://www.linkedin.com/in/patty-ruemeli-34565617,"['Cybersecurity', 'Data and Modeling', 'Cybersecurity']",incident response,threat detection,security management,[]
[''],['Electrical Engineering and Related Disciplines'],https://www.linkedin.com/in/weberrm,"['Data Engineering and Management', 'Debugging and Troubleshooting', 'Code Engineering']",data wrangling,javascript debugging,code quality assurance,[]
