id,url,like,like_name,input_url,warning,warning_code,error
elyserinne,https://www.linkedin.com/in/elyserinne,"[{""course_link"":""https://www.linkedin.com/learning/learning-webpack-4-2?trk=public_profile_recommended-course""},{""course_link"":""https://www.linkedin.com/learning/learning-rxjs-22802739?trk=public_profile_recommended-course""},{""course_link"":""https://www.linkedin.com/learning/learning-coffeescript?trk=public_profile_recommended-course""}]","[""Learning webpack 4"",""Learning RxJS"",""Learning CoffeeScript""]",https://www.linkedin.com/in/elyserinne,,,
roberto-chi-a388874b,https://www.linkedin.com/in/roberto-chi-a388874b,"[{""course_link"":""https://www.linkedin.com/learning/zoon-engineering-project-management?trk=public_profile_recommended-course""},{""course_link"":""https://www.linkedin.com/learning/lean-six-sigma-foundations?trk=public_profile_recommended-course""},{""course_link"":""https://www.linkedin.com/learning/solidworks-simulation-for-finite-element-analysis?trk=public_profile_recommended-course""}]","[""Zoon Engineering: Project Management"",""Lean Six Sigma Foundations"",""SOLIDWORKS: Simulation for Finite Element Analysis""]",https://www.linkedin.com/in/roberto-chi-a388874b,,,
alindansiy,https://www.linkedin.com/in/alindansiy,"[{""course_link"":""https://www.linkedin.com/learning/windows-10-implementation-2019?trk=public_profile_recommended-course""},{""course_link"":""https://www.linkedin.com/learning/cisco-network-security-secure-access?trk=public_profile_recommended-course""},{""course_link"":""https://www.linkedin.com/learning/everything-as-a-service-xaas-is-the-future-of-business?trk=public_profile_recommended-course""}]","[""Windows 10: Implementation"",""Cisco Network Security: Secure Access"",""Everything as a Service (XaaS) is the Future of Business""]",https://www.linkedin.com/in/alindansiy,,,
michael-kochera,https://www.linkedin.com/in/michael-kochera,"[{""course_link"":""https://www.linkedin.com/learning/building-and-deploying-deep-learning-applications-with-tensorflow?trk=public_profile_recommended-course""},{""course_link"":""https://www.linkedin.com/learning/github-for-data-science-job-seekers?trk=public_profile_recommended-course""},{""course_link"":""https://www.linkedin.com/learning/secure-coding-in-python?trk=public_profile_recommended-course""}]","[""Building and Deploying Deep Learning Applications with TensorFlow"",""GitHub for Data Science Job Seekers"",""Secure Coding in Python""]",https://www.linkedin.com/in/michael-kochera,,,
aaron-shea-63aa08b7,https://www.linkedin.com/in/aaron-shea-63aa08b7,"[{""course_link"":""https://www.linkedin.com/learning/learning-voip-and-unified-communications?trk=public_profile_recommended-course""},{""course_link"":""https://www.linkedin.com/learning/learning-webex-meetings-19056097?trk=public_profile_recommended-course""},{""course_link"":""https://www.linkedin.com/learning/learning-to-run-webinars?trk=public_profile_recommended-course""}]","[""Learning VoIP and Unified Communications"",""Learning Webex Meetings"",""Learning to Run Webinars""]",https://www.linkedin.com/in/aaron-shea-63aa08b7,,,
kmmrinal,https://www.linkedin.com/in/kmmrinal,"[{""course_link"":""https://www.linkedin.com/learning/learning-quarkus?trk=public_profile_recommended-course""},{""course_link"":""https://www.linkedin.com/learning/learning-full-stack-javascript-development-mongodb-node-and-react-15581237?trk=public_profile_recommended-course""},{""course_link"":""https://www.linkedin.com/learning/aws-for-developers-dynamodb?trk=public_profile_recommended-course""}]","[""Learning Quarkus"",""Learning Full-Stack JavaScript Development: MongoDB, Node, and React"",""AWS for Developers: DynamoDB""]",https://www.linkedin.com/in/kmmrinal,,,
ganeshsekaran,https://www.linkedin.com/in/ganeshsekaran,"[{""course_link"":""https://www.linkedin.com/learning/java-exception-handling?trk=public_profile_recommended-course""},{""course_link"":""https://www.linkedin.com/learning/learning-amazon-web-services-lambda-22774748?trk=public_profile_recommended-course""},{""course_link"":""https://www.linkedin.com/learning/aws-essential-training-for-architects?trk=public_profile_recommended-course""}]","[""Java Exception Handling"",""Learning Amazon Web Services Lambda"",""AWS Essential Training for Architects""]",https://www.linkedin.com/in/ganeshsekaran,,,
aditya-prabhu-79ba1010b,https://www.linkedin.com/in/adityalprabhu,"[{""course_link"":""https://www.linkedin.com/learning/websocket-communications-with-node-and-angular?trk=public_profile_recommended-course""},{""course_link"":""https://www.linkedin.com/learning/learning-webpack-4-2?trk=public_profile_recommended-course""},{""course_link"":""https://www.linkedin.com/learning/react-creating-and-hosting-a-full-stack-site-15153869?trk=public_profile_recommended-course""}]","[""WebSocket Communications with Node and Angular"",""Learning webpack 4"",""React: Creating and Hosting a Full-Stack Site""]",https://www.linkedin.com/in/aditya-prabhu-79ba1010b,,,
aishwarya-mallampati-860551118,https://www.linkedin.com/in/aishwarya-mallampati-860551118,"[{""course_link"":""https://www.linkedin.com/learning/python-for-data-engineering-from-beginner-to-advanced?trk=public_profile_recommended-course""},{""course_link"":""https://www.linkedin.com/learning/java-practice-exception-handling?trk=public_profile_recommended-course""},{""course_link"":""https://www.linkedin.com/learning/android-development-essential-training-your-first-app-with-kotlin?trk=public_profile_recommended-course""}]","[""Python for Data Engineering: from Beginner to Advanced"",""Java Practice: Exception Handling"",""Android Development Essential Training: Your First App with Kotlin""]",https://www.linkedin.com/in/aishwarya-mallampati-860551118,,,
greghalgren,https://www.linkedin.com/in/greghalgren,"[{""course_link"":""https://www.linkedin.com/learning/windows-server-2019-storage-services?trk=public_profile_recommended-course""},{""course_link"":""https://www.linkedin.com/learning/vsphere-6-7-professional-part-02-managing-storage?trk=public_profile_recommended-course""},{""course_link"":""https://www.linkedin.com/learning/vsphere-7-foundations-3-configure-and-manage-vsphere-7-storage?trk=public_profile_recommended-course""}]","[""Windows Server 2019: Storage Services"",""vSphere 6.7 Professional Part 02:  Managing Storage"",""vSphere 7: Foundations 3: Configure and Manage vSphere 7 Storage""]",https://www.linkedin.com/in/greghalgren,,,
mattiatoso,https://www.linkedin.com/in/mattiatoso,"[{""course_link"":""https://www.linkedin.com/learning/ios-development-tips?trk=public_profile_recommended-course""},{""course_link"":""https://www.linkedin.com/learning/apple-watchos-app-development-advanced-apis?trk=public_profile_recommended-course""},{""course_link"":""https://www.linkedin.com/learning/ios-app-development-core-ml?trk=public_profile_recommended-course""}]","[""iOS Development Tips"",""Apple watchOS App Development: Advanced APIs"",""iOS App Development: Core ML""]",https://www.linkedin.com/in/mattiatoso,,,
steph-o-98b28b196,https://www.linkedin.com/in/steph-o-98b28b196,"[{""course_link"":""https://www.linkedin.com/learning/hands-on-data-science-using-sql-tableau-python-and-spark?trk=public_profile_recommended-course""},{""course_link"":""https://www.linkedin.com/learning/hands-on-data-science-4-services-analysis-in-spark?trk=public_profile_recommended-course""},{""course_link"":""https://www.linkedin.com/learning/building-recommender-systems-with-machine-learning-and-ai?trk=public_profile_recommended-course""}]","[""Hands-On Data Science using SQL, Tableau, Python, and Spark"",""Hands-On Data Science: 4 Services Analysis in Spark"",""Building Recommender Systems with Machine Learning and AI""]",https://www.linkedin.com/in/steph-o-98b28b196,,,
shumin-zhao-020b074,https://www.linkedin.com/in/shumin-zhao-020b074,"[{""course_link"":""https://www.linkedin.com/learning/agile-software-development-cloud-architecture?trk=public_profile_recommended-course""},{""course_link"":""https://www.linkedin.com/learning/composable-swiftui-architecture-using-redux-1-introduction?trk=public_profile_recommended-course""},{""course_link"":""https://www.linkedin.com/learning/software-testing-tools?trk=public_profile_recommended-course""}]","[""Agile Software Development: Cloud Architecture"",""Composable SwiftUI Architecture Using Redux: 1 Introduction"",""Software Testing: Tools""]",https://www.linkedin.com/in/shumin-zhao-020b074,,,
aryaman-sinha-2473a57a,https://www.linkedin.com/in/aryaman-sinha-2473a57a,"[{""course_link"":""https://www.linkedin.com/learning/devops-foundations-accelerating-continuous-delivery-in-the-enterprise?trk=public_profile_recommended-course""},{""course_link"":""https://www.linkedin.com/learning/high-performance-habits-blinkist-summary?trk=public_profile_recommended-course""},{""course_link"":""https://www.linkedin.com/learning/parallel-and-concurrent-programming-with-java-2?trk=public_profile_recommended-course""}]","[""DevOps Foundations: Accelerating Continuous Delivery in the Enterprise"",""High Performance Habits (Blinkist Summary)"",""Parallel and Concurrent Programming with Java 2""]",https://www.linkedin.com/in/aryaman-sinha-2473a57a?_l=en_us,,,
suresh-kumar-viveganandaguruswamy-563b7788,https://www.linkedin.com/in/suresh-kumar-viveganandaguruswamy-563b7788,"[{""course_link"":""https://www.linkedin.com/learning/learning-netbeans?trk=public_profile_recommended-course""},{""course_link"":""https://www.linkedin.com/learning/java-ee-packaging-and-deploying-an-app?trk=public_profile_recommended-course""},{""course_link"":""https://www.linkedin.com/learning/cloud-security-and-audit-fundamentals-aws-microsoft-azure-and-google-cloud?trk=public_profile_recommended-course""}]","[""Learning NetBeans"",""Java EE: Packaging and Deploying an App"",""Cloud Security and Audit Fundamentals: AWS, Microsoft Azure, and Google Cloud""]",https://www.linkedin.com/in/suresh-kumar-viveganandaguruswamy-563b7788,,,
chupeng-xie-b5724410,https://www.linkedin.com/in/chupeng-xie-b5724410,"[{""course_link"":""https://www.linkedin.com/learning/sas-essential-training-2-regression-analysis-for-healthcare-research?trk=public_profile_recommended-course""},{""course_link"":""https://www.linkedin.com/learning/11-useful-tips-for-regression-analysis?trk=public_profile_recommended-course""},{""course_link"":""https://www.linkedin.com/learning/sql-for-statistics-essential-training?trk=public_profile_recommended-course""}]","[""SAS Essential Training: 2 Regression Analysis for Healthcare Research"",""11 Useful Tips for Regression Analysis"",""SQL for Statistics Essential Training""]",https://www.linkedin.com/in/chupeng-xie-b5724410,,,
mitali-sawant-248908108,https://www.linkedin.com/in/mitalisawant,"[{""course_link"":""https://www.linkedin.com/learning/websocket-programming-with-java-ee?trk=public_profile_recommended-course""},{""course_link"":""https://www.linkedin.com/learning/building-restful-apis-with-flask?trk=public_profile_recommended-course""},{""course_link"":""https://www.linkedin.com/learning/spring-web-mvc-6?trk=public_profile_recommended-course""}]","[""WebSocket Programming with Java EE"",""Building RESTful APIs with Flask"",""Spring Web MVC 6""]",https://www.linkedin.com/in/mitali-sawant-248908108,,,
doloresm,https://www.linkedin.com/in/doloresm,"[{""course_link"":""https://www.linkedin.com/learning/android-development-essential-training-1-your-first-app?trk=public_profile_recommended-course""},{""course_link"":""https://www.linkedin.com/learning/java-practice-unit-testing?trk=public_profile_recommended-course""},{""course_link"":""https://www.linkedin.com/learning/postman-essential-training-21969591?trk=public_profile_recommended-course""}]","[""Android Development Essential Training: 1 Your First App"",""Java: Practice Unit Testing"",""Postman Essential Training""]",https://www.linkedin.com/in/doloresm,,,
matt-wiggins-amazon-loss-prevention,https://www.linkedin.com/in/matt-wiggins-amazon-loss-prevention,"[{""course_link"":""https://www.linkedin.com/learning/microsoft-azure-security-technologies-az-500-cert-prep-2-implement-platform-protection-14401048?trk=public_profile_recommended-course""},{""course_link"":""https://www.linkedin.com/learning/cert-prep-microsoft-security-operations-analyst-associate-sc-200?trk=public_profile_recommended-course""},{""course_link"":""https://www.linkedin.com/learning/microsoft-365-essential-training-for-administrators-22660793?trk=public_profile_recommended-course""}]","[""Microsoft Azure Security Technologies (AZ-500) Cert Prep: 2 Implement Platform Protection"",""Cert Prep: Microsoft Security Operations Analyst Associate (SC-200)"",""Microsoft 365 Essential Training for Administrators""]",https://www.linkedin.com/in/matt-wiggins-amazon-loss-prevention,,,
jayanth-reddy-regatti-b9019550,https://www.linkedin.com/in/jayanth-reddy-regatti-b9019550,[],[],https://www.linkedin.com/in/jayanth-reddy-regatti-b9019550,,,
rashmi-ramachandra,https://www.linkedin.com/in/rashmi-ramachandra,"[{""course_link"":""https://www.linkedin.com/learning/software-testing-tools?trk=public_profile_recommended-course""},{""course_link"":""https://www.linkedin.com/learning/api-testing-and-validation-2017?trk=public_profile_recommended-course""},{""course_link"":""https://www.linkedin.com/learning/learning-selenium-with-node-js?trk=public_profile_recommended-course""}]","[""Software Testing: Tools"",""API Testing and Validation (2017)"",""Learning Selenium with Node.js""]",https://www.linkedin.com/in/rashmi-ramachandra,,,
nicklaus-choo-950853a4,https://www.linkedin.com/in/nicklaus-choo,"[{""course_link"":""https://www.linkedin.com/learning/deep-learning-getting-started?trk=public_profile_recommended-course""},{""course_link"":""https://www.linkedin.com/learning/learning-openshift?trk=public_profile_recommended-course""},{""course_link"":""https://www.linkedin.com/learning/full-stack-web-applications-with-rust-and-leptos?trk=public_profile_recommended-course""}]","[""Deep Learning: Getting Started"",""Learning OpenShift"",""Full-Stack Web Applications with Rust and Leptos""]",https://www.linkedin.com/in/nicklaus-choo-950853a4,,,
lee-bartlett-068687187,https://www.linkedin.com/in/lee-bartlett-068687187,[],[],https://www.linkedin.com/in/lee-bartlett-068687187,,,
orlando-magallanes-45683a17,https://www.linkedin.com/in/orlandomgr,"[{""course_link"":""https://www.linkedin.com/learning/java-ee-concurrency-and-multithreading?trk=public_profile_recommended-course""},{""course_link"":""https://www.linkedin.com/learning/jakarta-web-services?trk=public_profile_recommended-course""},{""course_link"":""https://www.linkedin.com/learning/jakarta-ee-servlets?trk=public_profile_recommended-course""}]","[""Java EE: Concurrency and Multithreading"",""Jakarta Web Services"",""Jakarta EE Servlets""]",https://www.linkedin.com/in/orlando-magallanes-45683a17,,,
taylorbhoward,https://www.linkedin.com/in/taylorbhoward,"[{""course_link"":""https://www.linkedin.com/learning/microsoft-azure-fundamentals-az-900-cert-prep-1-cloud-concepts-by-microsoft-press?trk=public_profile_recommended-course""},{""course_link"":""https://www.linkedin.com/learning/cloud-computing-understanding-core-concepts?trk=public_profile_recommended-course""},{""course_link"":""https://www.linkedin.com/learning/tech-recruiting-foundations-6-recruiting-for-cloud?trk=public_profile_recommended-course""}]","[""Microsoft Azure Fundamentals (AZ-900) Cert Prep: 1 Cloud Concepts by Microsoft Press"",""Cloud Computing: Understanding Core Concepts"",""Tech Recruiting Foundations: 6 Recruiting for Cloud""]",https://www.linkedin.com/in/taylorbhoward,,,
daniel-saunders-94189412,https://www.linkedin.com/in/daniel-saunders-94189412,"[{""course_link"":""https://www.linkedin.com/learning/advanced-node-js-scaling-applications?trk=public_profile_recommended-course""},{""course_link"":""https://www.linkedin.com/learning/introducing-visual-studio?trk=public_profile_recommended-course""},{""course_link"":""https://www.linkedin.com/learning/c-sharp-cross-platform-development?trk=public_profile_recommended-course""}]","[""Advanced Node.js: Scaling Applications"",""Introducing Visual Studio"",""C# Cross-Platform Development""]",https://www.linkedin.com/in/daniel-saunders-94189412,,,
madhuri-grandhi-51845564,https://www.linkedin.com/in/madhuri-grandhi-51845564,"[{""course_link"":""https://www.linkedin.com/learning/software-testing-alpha-testing-in-an-agile-world?trk=public_profile_recommended-course""},{""course_link"":""https://www.linkedin.com/learning/software-testing-exploratory-testing?trk=public_profile_recommended-course""},{""course_link"":""https://www.linkedin.com/learning/agile-testing-2?trk=public_profile_recommended-course""}]","[""Software Testing: Alpha Testing in an Agile World"",""Software Testing: Exploratory Testing"",""Agile Testing""]",https://www.linkedin.com/in/madhuri-grandhi-51845564,,,
marjorie-cheng-0a4b564,https://www.linkedin.com/in/marjorie-cheng-0a4b564,[],[],https://www.linkedin.com/in/marjorie-cheng-0a4b564,,,
falko-dulat,https://www.linkedin.com/in/falko-dulat,"[{""course_link"":""https://www.linkedin.com/learning/programming-foundations-numerical-mathematics-and-calculations?trk=public_profile_recommended-course""},{""course_link"":""https://www.linkedin.com/learning/modeling-market-prices-using-stochastic-processes-with-wolfram-language?trk=public_profile_recommended-course""},{""course_link"":""https://www.linkedin.com/learning/python-programming-efficiently-2?trk=public_profile_recommended-course""}]","[""Programming Foundations: Numerical Mathematics and Calculations"",""Modeling Market Prices Using Stochastic Processes with Wolfram Language"",""Python: Programming Efficiently""]",https://www.linkedin.com/in/falko-dulat,,,
stella666,https://www.linkedin.com/in/stella666,"[{""course_link"":""https://www.linkedin.com/learning/transition-from-java-to-python-22033330?trk=public_profile_recommended-course""},{""course_link"":""https://www.linkedin.com/learning/cloud-native-projects-aws-serverless?trk=public_profile_recommended-course""},{""course_link"":""https://www.linkedin.com/learning/raspberry-pi-gpio-2?trk=public_profile_recommended-course""}]","[""Transition from Java to Python"",""Cloud Native Projects: AWS Serverless"",""Raspberry Pi: GPIO""]",https://www.linkedin.com/in/stella666,,,
allisonwu2000,https://www.linkedin.com/in/allisonwu2000,"[{""course_link"":""https://www.linkedin.com/learning/introducing-asp-dot-net-core?trk=public_profile_recommended-course""},{""course_link"":""https://www.linkedin.com/learning/introduction-to-c-sharp-with-unity?trk=public_profile_recommended-course""},{""course_link"":""https://www.linkedin.com/learning/calling-rest-apis-with-java?trk=public_profile_recommended-course""}]","[""Introducing ASP.NET Core"",""Introduction to C# with Unity"",""Calling REST APIs with Java""]",https://www.linkedin.com/in/allisonwu2000,,,
pranav-vij-46a184b2,https://www.linkedin.com/in/pranav-vij,[],[],https://www.linkedin.com/in/pranav-vij-46a184b2,,,
leah-holden-a00296b5,https://www.linkedin.com/in/leah-holden-developer,"[{""course_link"":""https://www.linkedin.com/learning/spring-cloud-gcp-setting-up-a-cloud-sql-database?trk=public_profile_recommended-course""},{""course_link"":""https://www.linkedin.com/learning/build-spring-boot-apps-with-the-kotlin-programming-language?trk=public_profile_recommended-course""},{""course_link"":""https://www.linkedin.com/learning/aws-for-developers-data-driven-serverless-applications-with-kinesis-23377054?trk=public_profile_recommended-course""}]","[""Spring Cloud GCP: Setting Up a Cloud SQL Database"",""Build Spring Boot Apps with the Kotlin Programming Language"",""AWS for Developers: Data-Driven Serverless Applications with Kinesis""]",https://www.linkedin.com/in/leah-holden-a00296b5,,,
saivignesh-durairaj,https://www.linkedin.com/in/saivignesh-durairaj,"[{""course_link"":""https://www.linkedin.com/learning/learning-testng?trk=public_profile_recommended-course""},{""course_link"":""https://www.linkedin.com/learning/test-automation-with-python-9-designing-your-test-suite?trk=public_profile_recommended-course""},{""course_link"":""https://www.linkedin.com/learning/test-automation-with-python-6-elements-and-selectors?trk=public_profile_recommended-course""}]","[""Learning TestNG"",""Test Automation with Python: 9 Designing Your Test Suite"",""Test Automation with Python: 6 Elements and Selectors""]",https://www.linkedin.com/in/saivignesh-durairaj,,,
andrew-miller-4845537,https://www.linkedin.com/in/andrew-t-miller,"[{""course_link"":""https://www.linkedin.com/learning/creating-your-first-spring-boot-microservice?trk=public_profile_recommended-course""},{""course_link"":""https://www.linkedin.com/learning/cisco-devnet-associate-200-901-cert-prep-1-software-development-and-design?trk=public_profile_recommended-course""},{""course_link"":""https://www.linkedin.com/learning/building-apis-with-swagger-and-the-openapi-specification?trk=public_profile_recommended-course""}]","[""Creating Your First Spring Boot Microservice"",""Cisco DevNet Associate (200-901) Cert Prep 1: Software Development and Design"",""Building APIs with Swagger and the OpenAPI Specification""]",https://www.linkedin.com/in/andrew-miller-4845537,,,
maulik-kapuria,https://www.linkedin.com/in/maulik-kapuria,"[{""course_link"":""https://www.linkedin.com/learning/windows-10-implementation-2019?trk=public_profile_recommended-course""},{""course_link"":""https://www.linkedin.com/learning/linux-performance-tuning?trk=public_profile_recommended-course""},{""course_link"":""https://www.linkedin.com/learning/linux-device-drivers?trk=public_profile_recommended-course""}]","[""Windows 10: Implementation"",""Linux Performance Tuning"",""Linux Device Drivers""]",https://www.linkedin.com/in/maulik-kapuria,,,
mykhan,https://www.linkedin.com/in/mykhan,"[{""course_link"":""https://www.linkedin.com/learning/introduction-to-micropython-and-physical-computing?trk=public_profile_recommended-course""},{""course_link"":""https://www.linkedin.com/learning/iot-foundations-operating-systems-fundamentals?trk=public_profile_recommended-course""},{""course_link"":""https://www.linkedin.com/learning/5g-technology-strategy-next-generation-mobile-networking?trk=public_profile_recommended-course""}]","[""Introduction to MicroPython and Physical Computing"",""IoT Foundations: Operating Systems Fundamentals"",""5G Technology Strategy: Next-Generation Mobile Networking""]",https://www.linkedin.com/in/mykhan,,,
haibo-l-76564785,https://www.linkedin.com/in/haibo-l-76564785,"[{""course_link"":""https://www.linkedin.com/learning/java-exception-handling?trk=public_profile_recommended-course""},{""course_link"":""https://www.linkedin.com/learning/elasticsearch-in-depth?trk=public_profile_recommended-course""},{""course_link"":""https://www.linkedin.com/learning/creating-your-first-spring-boot-microservice?trk=public_profile_recommended-course""}]","[""Java Exception Handling"",""Elasticsearch in Depth"",""Creating Your First Spring Boot Microservice""]",https://www.linkedin.com/in/haibo-l-76564785,,,
thomas-finch-2523025a,https://www.linkedin.com/in/tdfinch,"[{""course_link"":""https://www.linkedin.com/learning/machine-learning-for-ios-core-ml-and-create-ml-2?trk=public_profile_recommended-course""},{""course_link"":""https://www.linkedin.com/learning/programming-for-non-programmers-ios-16-and-swift-5?trk=public_profile_recommended-course""},{""course_link"":""https://www.linkedin.com/learning/ios-app-development-core-ml?trk=public_profile_recommended-course""}]","[""Machine Learning for iOS: Core ML and Create ML"",""Programming for Non-Programmers: iOS 16 and Swift 5"",""iOS App Development: Core ML""]",https://www.linkedin.com/in/thomas-finch-2523025a,,,
swapnil-nagvekar-2187981a,https://www.linkedin.com/in/swapnil-nagvekar-2187981a,"[{""course_link"":""https://www.linkedin.com/learning/oracle-database-12c-backup-and-recovery?trk=public_profile_recommended-course""},{""course_link"":""https://www.linkedin.com/learning/oracle-base-database-services-professional-workshop?trk=public_profile_recommended-course""},{""course_link"":""https://www.linkedin.com/learning/oracle-db-cloud-database-migration-and-integration-workshop?trk=public_profile_recommended-course""}]","[""Oracle Database 12c: Backup and Recovery"",""Oracle Base Database Services Professional Workshop"",""Oracle DB Cloud Database Migration and Integration Workshop""]",https://www.linkedin.com/in/swapnil-nagvekar-2187981a,,,
sara-kerestman-74021a117,https://www.linkedin.com/in/sara-kerestman,"[{""course_link"":""https://www.linkedin.com/learning/six-sigma-black-belt?trk=public_profile_recommended-course""},{""course_link"":""https://www.linkedin.com/learning/lean-six-sigma-for-a-sustainable-future?trk=public_profile_recommended-course""},{""course_link"":""https://www.linkedin.com/learning/six-sigma-white-belt?trk=public_profile_recommended-course""}]","[""Six Sigma: Black Belt"",""Lean Six Sigma for a Sustainable Future"",""Six Sigma: White Belt""]",https://www.linkedin.com/in/sara-kerestman-74021a117,,,
aman-goyal-baba55a0,https://www.linkedin.com/in/amgoyal25,"[{""course_link"":""https://www.linkedin.com/learning/learning-verilog-for-fpga-development?trk=public_profile_recommended-course""},{""course_link"":""https://www.linkedin.com/learning/learning-arduino-pulse-width-modulation?trk=public_profile_recommended-course""},{""course_link"":""https://www.linkedin.com/learning/computer-vision-on-the-raspberry-pi-4?trk=public_profile_recommended-course""}]","[""Learning Verilog for FPGA Development"",""Learning Arduino: Pulse Width Modulation"",""Computer Vision on the Raspberry Pi 4""]",https://www.linkedin.com/in/aman-goyal-baba55a0,,,
aparna-girme,https://www.linkedin.com/in/aparna-girme,"[{""course_link"":""https://www.linkedin.com/learning/dot-net-big-picture-front-end-and-ui-development?trk=public_profile_recommended-course""},{""course_link"":""https://www.linkedin.com/learning/advanced-asp-dot-net-web-api-2-2?trk=public_profile_recommended-course""},{""course_link"":""https://www.linkedin.com/learning/advanced-web-apis-with-asp-dot-net-core-in-dot-net-6?trk=public_profile_recommended-course""}]","["".NET Big Picture: Front-End and UI Development"",""Advanced ASP.NET Web API 2.2"",""Advanced Web APIs with ASP.NET Core in .NET 6""]",https://www.linkedin.com/in/aparna-girme,,,
dhanushi-wijeyakulasuriya-880008104,https://www.linkedin.com/in/dhanushi-wijeyakulasuriya-880008104,"[{""course_link"":""https://www.linkedin.com/learning/nlp-with-quanteda-r?trk=public_profile_recommended-course""},{""course_link"":""https://www.linkedin.com/learning/building-recommender-systems-with-machine-learning-and-ai?trk=public_profile_recommended-course""},{""course_link"":""https://www.linkedin.com/learning/learning-minitab-13972912?trk=public_profile_recommended-course""}]","[""NLP with Quanteda R"",""Building Recommender Systems with Machine Learning and AI"",""Learning Minitab""]",https://www.linkedin.com/in/dhanushi-wijeyakulasuriya-880008104,,,
ganeshkrish,https://www.linkedin.com/in/ganeshkrish,"[{""course_link"":""https://www.linkedin.com/learning/practice-exam-4-for-microsoft-azure-fundamentals-az-900?trk=public_profile_recommended-course""},{""course_link"":""https://www.linkedin.com/learning/advanced-dot-net-commands-c-sharp-enhancements-web-apps-and-libraries?trk=public_profile_recommended-course""},{""course_link"":""https://www.linkedin.com/learning/c-plus-plus-design-patterns-behavioral?trk=public_profile_recommended-course""}]","[""Practice Exam 4 for Microsoft Azure Fundamentals (AZ-900)"",""Advanced .NET: Commands, C# Enhancements, Web Apps, and Libraries"",""C++ Design Patterns: Behavioral""]",https://www.linkedin.com/in/ganeshkrish,,,
gabriela-chirinos-46926b161,https://www.linkedin.com/in/gabrielachirinos,"[{""course_link"":""https://www.linkedin.com/learning/hands-on-data-science-2-sales-dashboard-with-tableau?trk=public_profile_recommended-course""},{""course_link"":""https://www.linkedin.com/learning/google-cloud-professional-machine-learning-engineer-cert-prep-3-designing-data-preparation-and-processing-syst?trk=public_profile_recommended-course""},{""course_link"":""https://www.linkedin.com/learning/hands-on-data-science-using-sql-tableau-python-and-spark?trk=public_profile_recommended-course""}]","[""Hands-On Data Science: 2 Sales Dashboard with Tableau"",""Google Cloud Professional Machine Learning Engineer Cert Prep: 3 Designing Data Preparation and Processing Systems"",""Hands-On Data Science using SQL, Tableau, Python, and Spark""]",https://www.linkedin.com/in/gabriela-chirinos-46926b161,,,
yashray,https://www.linkedin.com/in/yashray,[],[],https://www.linkedin.com/in/yashray,,,
marcel-soukeník-77610b5a,https://www.linkedin.com/in/marcel-soukenik,"[{""course_link"":""https://www.linkedin.com/learning/mobile-testing-with-appium?trk=public_profile_recommended-course""},{""course_link"":""https://www.linkedin.com/learning/building-an-app-for-all-apple-platforms?trk=public_profile_recommended-course""},{""course_link"":""https://www.linkedin.com/learning/machine-learning-for-ios-core-ml-and-create-ml-2?trk=public_profile_recommended-course""}]","[""Mobile Testing with Appium"",""Building an App for All Apple Platforms"",""Machine Learning for iOS: Core ML and Create ML""]",https://www.linkedin.com/in/marcel-souken%c3%adk-77610b5a,,,
emily--lu,https://www.linkedin.com/in/emily--lu,"[{""course_link"":""https://www.linkedin.com/learning/etl-in-python-and-sql?trk=public_profile_recommended-course""},{""course_link"":""https://www.linkedin.com/learning/python-for-engineers-and-scientists?trk=public_profile_recommended-course""},{""course_link"":""https://www.linkedin.com/learning/linkedin-learning-highlights-data-science-and-analytics?trk=public_profile_recommended-course""}]","[""ETL in Python and SQL"",""Python for Engineers and Scientists"",""LinkedIn Learning Highlights: Data Science and Analytics""]",https://www.linkedin.com/in/emily--lu,,,
ayesha-s-9240561a,https://www.linkedin.com/in/ayesha-s-9240561a,"[{""course_link"":""https://www.linkedin.com/learning/learning-fpga-development?trk=public_profile_recommended-course""},{""course_link"":""https://www.linkedin.com/learning/learning-regular-expressions-15586553?trk=public_profile_recommended-course""},{""course_link"":""https://www.linkedin.com/learning/learning-altium?trk=public_profile_recommended-course""}]","[""Learning FPGA Development"",""Learning Regular Expressions"",""Learning Altium""]",https://www.linkedin.com/in/ayesha-s-9240561a,,,
evan-laflamme,https://www.linkedin.com/in/evan-laflamme,"[{""course_link"":""https://www.linkedin.com/learning/transitioning-from-java-to-kotlin?trk=public_profile_recommended-course""},{""course_link"":""https://www.linkedin.com/learning/data-science-for-java-developers?trk=public_profile_recommended-course""},{""course_link"":""https://www.linkedin.com/learning/dot-net-big-picture-front-end-and-ui-development?trk=public_profile_recommended-course""}]","[""Transitioning from Java to Kotlin"",""Data Science for Java Developers"","".NET Big Picture: Front-End and UI Development""]",https://www.linkedin.com/in/evan-laflamme,,,
garrettchan310,https://www.linkedin.com/in/garrettchan310,"[{""course_link"":""https://www.linkedin.com/learning/agile-software-development-code-quality?trk=public_profile_recommended-course""},{""course_link"":""https://www.linkedin.com/learning/advanced-cypress?trk=public_profile_recommended-course""},{""course_link"":""https://www.linkedin.com/learning/postman-essential-training-21969591?trk=public_profile_recommended-course""}]","[""Agile Software Development: Code Quality"",""Advanced Cypress"",""Postman Essential Training""]",https://www.linkedin.com/in/garrettchan310,,,
